LAUS,State_FIPS,County_FIPS,County_Name_State,Year,,Labor_Force,Employed,Unemployed,Unemployment_Rate
CN0806900000000,08,069,"Larimer County, CO",2014,,"176,951     ","169,412     ","7,539     ",4.3     
CN0807100000000,08,071,"Las Animas County, CO",2014,,"6,420     ","5,936     ",484     ,7.5     
CN0807300000000,08,073,"Lincoln County, CO",2014,,"2,132     ","2,045     ",87     ,4.1     
CN0807500000000,08,075,"Logan County, CO",2014,,"10,988     ","10,571     ",417     ,3.8     
CN0807700000000,08,077,"Mesa County, CO",2014,,"73,160     ","68,598     ","4,562     ",6.2     
CN0807900000000,08,079,"Mineral County, CO",2014,,424     ,403     ,21     ,5.0     
CN0808100000000,08,081,"Moffat County, CO",2014,,"7,301     ","6,880     ",421     ,5.8     
CN0808300000000,08,083,"Montezuma County, CO",2014,,"12,646     ","11,876     ",770     ,6.1     
CN0808500000000,08,085,"Montrose County, CO",2014,,"19,254     ","17,947     ","1,307     ",6.8     
CN0808700000000,08,087,"Morgan County, CO",2014,,"14,796     ","14,116     ",680     ,4.6     
CN0808900000000,08,089,"Otero County, CO",2014,,"7,963     ","7,355     ",608     ,7.6     
CN0809100000000,08,091,"Ouray County, CO",2014,,"2,132     ","2,009     ",123     ,5.8     
CN0809300000000,08,093,"Park County, CO",2014,,"9,348     ","8,918     ",430     ,4.6     
CN0809500000000,08,095,"Phillips County, CO",2014,,"2,251     ","2,177     ",74     ,3.3     
CN0809700000000,08,097,"Pitkin County, CO",2014,,"11,017     ","10,480     ",537     ,4.9     
CN0809900000000,08,099,"Prowers County, CO",2014,,"5,722     ","5,454     ",268     ,4.7     
CN0810100000000,08,101,"Pueblo County, CO",2014,,"72,251     ","66,970     ","5,281     ",7.3     
CN0810300000000,08,103,"Rio Blanco County, CO",2014,,"2,937     ","2,763     ",174     ,5.9     
CN0810500000000,08,105,"Rio Grande County, CO",2014,,"4,816     ","4,373     ",443     ,9.2     
CN0810700000000,08,107,"Routt County, CO",2014,,"14,373     ","13,774     ",599     ,4.2     
CN0810900000000,08,109,"Saguache County, CO",2014,,"3,002     ","2,740     ",262     ,8.7     
CN0811100000000,08,111,"San Juan County, CO",2014,,475     ,450     ,25     ,5.3     
CN0811300000000,08,113,"San Miguel County, CO",2014,,"4,918     ","4,684     ",234     ,4.8     
CN0811500000000,08,115,"Sedgwick County, CO",2014,,"1,085     ","1,035     ",50     ,4.6     
CN0811700000000,08,117,"Summit County, CO",2014,,"20,062     ","19,386     ",676     ,3.4     
CN0811900000000,08,119,"Teller County, CO",2014,,"11,573     ","10,895     ",678     ,5.9     
CN0812100000000,08,121,"Washington County, CO",2014,,"2,645     ","2,561     ",84     ,3.2     
CN0812300000000,08,123,"Weld County, CO",2014,,"145,272     ","138,793     ","6,479     ",4.5     
CN0812500000000,08,125,"Yuma County, CO",2014,,"4,953     ","4,789     ",164     ,3.3     
CN0900100000000,09,001,"Fairfield County, CT",2014,,"478,479     ","448,984     ","29,495     ",6.2     
CN0900300000000,09,003,"Hartford County, CT",2014,,"473,612     ","441,506     ","32,106     ",6.8     
CN0900500000000,09,005,"Litchfield County, CT",2014,,"105,843     ","99,476     ","6,367     ",6.0     
CN0900700000000,09,007,"Middlesex County, CT",2014,,"92,289     ","87,004     ","5,285     ",5.7     
CN0900900000000,09,009,"New Haven County, CT",2014,,"457,038     ","423,994     ","33,044     ",7.2     
CN0901100000000,09,011,"New London County, CT",2014,,"137,463     ","128,146     ","9,317     ",6.8     
CN0901300000000,09,013,"Tolland County, CT",2014,,"84,735     ","79,788     ","4,947     ",5.8     
CN0901500000000,09,015,"Windham County, CT",2014,,"62,991     ","58,384     ","4,607     ",7.3     
CN1000100000000,10,001,"Kent County, DE",2014,,"75,216     ","70,393     ","4,823     ",6.4     
CN1000300000000,10,003,"New Castle County, DE",2014,,"283,309     ","267,676     ","15,633     ",5.5     
CN1000500000000,10,005,"Sussex County, DE",2014,,"94,789     ","89,318     ","5,471     ",5.8     
CN1100100000000,11,001,District of Columbia,2014,,"378,380     ","348,981     ","29,399     ",7.8     
CN1200100000000,12,001,"Alachua County, FL",2014,,"129,548     ","122,796     ","6,752     ",5.2     
CN1200300000000,12,003,"Baker County, FL",2014,,"11,208     ","10,491     ",717     ,6.4     
CN1200500000000,12,005,"Bay County, FL",2014,,"87,558     ","82,008     ","5,550     ",6.3     
CN1200700000000,12,007,"Bradford County, FL",2014,,"10,752     ","10,146     ",606     ,5.6     
CN1200900000000,12,009,"Brevard County, FL",2014,,"257,909     ","239,911     ","17,998     ",7.0     
CN1201100000000,12,011,"Broward County, FL",2014,,"987,282     ","928,716     ","58,566     ",5.9     
CN1201300000000,12,013,"Calhoun County, FL",2014,,"4,945     ","4,602     ",343     ,6.9     
CN1201500000000,12,015,"Charlotte County, FL",2014,,"66,886     ","62,292     ","4,594     ",6.9     
CN1201700000000,12,017,"Citrus County, FL",2014,,"48,229     ","44,106     ","4,123     ",8.5     
CN1201900000000,12,019,"Clay County, FL",2014,,"97,811     ","92,188     ","5,623     ",5.7     
CN1202100000000,12,021,"Collier County, FL",2014,,"160,059     ","150,508     ","9,551     ",6.0     
CN1202300000000,12,023,"Columbia County, FL",2014,,"28,359     ","26,476     ","1,883     ",6.6     
CN1202700000000,12,027,"DeSoto County, FL",2014,,"13,168     ","12,228     ",940     ,7.1     
CN1202900000000,12,029,"Dixie County, FL",2014,,"5,555     ","5,144     ",411     ,7.4     
CN1203100000000,12,031,"Duval County, FL",2014,,"459,978     ","429,051     ","30,927     ",6.7     
CN1203300000000,12,033,"Escambia County, FL",2014,,"139,309     ","130,372     ","8,937     ",6.4     
CN1203500000000,12,035,"Flagler County, FL",2014,,"43,219     ","40,046     ","3,173     ",7.3     
CN1203700000000,12,037,"Franklin County, FL",2014,,"4,944     ","4,666     ",278     ,5.6     
CN1203900000000,12,039,"Gadsden County, FL",2014,,"18,811     ","17,263     ","1,548     ",8.2     
CN1204100000000,12,041,"Gilchrist County, FL",2014,,"6,556     ","6,115     ",441     ,6.7     
CN1204300000000,12,043,"Glades County, FL",2014,,"4,921     ","4,543     ",378     ,7.7     
CN1204500000000,12,045,"Gulf County, FL",2014,,"6,124     ","5,752     ",372     ,6.1     
CN1204700000000,12,047,"Hamilton County, FL",2014,,"4,605     ","4,255     ",350     ,7.6     
CN1204900000000,12,049,"Hardee County, FL",2014,,"10,343     ","9,550     ",793     ,7.7     
CN1205100000000,12,051,"Hendry County, FL",2014,,"15,827     ","14,033     ","1,794     ",11.3     
CN1205300000000,12,053,"Hernando County, FL",2014,,"66,235     ","60,994     ","5,241     ",7.9     
CN1205500000000,12,055,"Highlands County, FL",2014,,"35,843     ","32,821     ","3,022     ",8.4     
CN1205700000000,12,057,"Hillsborough County, FL",2014,,"682,847     ","643,346     ","39,501     ",5.8     
CN1205900000000,12,059,"Holmes County, FL",2014,,"6,862     ","6,383     ",479     ,7.0     
CN1206100000000,12,061,"Indian River County, FL",2014,,"61,753     ","56,875     ","4,878     ",7.9     
CN1206300000000,12,063,"Jackson County, FL",2014,,"17,484     ","16,313     ","1,171     ",6.7     
CN1206500000000,12,065,"Jefferson County, FL",2014,,"5,497     ","5,134     ",363     ,6.6     
CN1206700000000,12,067,"Lafayette County, FL",2014,,"3,354     ","3,182     ",172     ,5.1     
CN1206900000000,12,069,"Lake County, FL",2014,,"138,345     ","129,500     ","8,845     ",6.4     
CN1207100000000,12,071,"Lee County, FL",2014,,"310,352     ","291,638     ","18,714     ",6.0     
CN1207300000000,12,073,"Leon County, FL",2014,,"149,877     ","141,567     ","8,310     ",5.5     
CN1207500000000,12,075,"Levy County, FL",2014,,"16,298     ","15,182     ","1,116     ",6.8     
CN1207700000000,12,077,"Liberty County, FL",2014,,"2,752     ","2,569     ",183     ,6.6     
CN1207900000000,12,079,"Madison County, FL",2014,,"7,738     ","7,186     ",552     ,7.1     
CN1208100000000,12,081,"Manatee County, FL",2014,,"160,548     ","151,358     ","9,190     ",5.7     
CN1208300000000,12,083,"Marion County, FL",2014,,"131,605     ","122,005     ","9,600     ",7.3     
CN1208500000000,12,085,"Martin County, FL",2014,,"68,687     ","64,521     ","4,166     ",6.1     
CN1208600000000,12,086,"Miami-Dade County, FL",2014,,"1,320,102     ","1,231,286     ","88,816     ",6.7     
CN1208700000000,12,087,"Monroe County, FL",2014,,"45,043     ","43,189     ","1,854     ",4.1     
CN1208900000000,12,089,"Nassau County, FL",2014,,"36,269     ","34,108     ","2,161     ",6.0     
CN1209100000000,12,091,"Okaloosa County, FL",2014,,"92,072     ","87,331     ","4,741     ",5.1     
CN1209300000000,12,093,"Okeechobee County, FL",2014,,"17,674     ","16,374     ","1,300     ",7.4     
CN1209500000000,12,095,"Orange County, FL",2014,,"676,557     ","637,038     ","39,519     ",5.8     
CN1209700000000,12,097,"Osceola County, FL",2014,,"152,667     ","142,399     ","10,268     ",6.7     
CN1209900000000,12,099,"Palm Beach County, FL",2014,,"684,793     ","644,664     ","40,129     ",5.9     
CN1210100000000,12,101,"Pasco County, FL",2014,,"213,023     ","198,813     ","14,210     ",6.7     
CN1210300000000,12,103,"Pinellas County, FL",2014,,"471,706     ","444,471     ","27,235     ",5.8     
CN1210500000000,12,105,"Polk County, FL",2014,,"278,477     ","258,446     ","20,031     ",7.2     
CN1210700000000,12,107,"Putnam County, FL",2014,,"27,946     ","25,506     ","2,440     ",8.7     
CN1210900000000,12,109,"St. Johns County, FL",2014,,"110,658     ","105,458     ","5,200     ",4.7     
CN1211100000000,12,111,"St. Lucie County, FL",2014,,"130,539     ","120,081     ","10,458     ",8.0     
CN1211300000000,12,113,"Santa Rosa County, FL",2014,,"73,121     ","69,122     ","3,999     ",5.5     
CN1211500000000,12,115,"Sarasota County, FL",2014,,"174,927     ","164,704     ","10,223     ",5.8     
CN1211700000000,12,117,"Seminole County, FL",2014,,"236,046     ","222,576     ","13,470     ",5.7     
CN1211900000000,12,119,"Sumter County, FL",2014,,"28,269     ","25,910     ","2,359     ",8.3     
CN1212100000000,12,121,"Suwannee County, FL",2014,,"17,973     ","16,840     ","1,133     ",6.3     
CN1212300000000,12,123,"Taylor County, FL",2014,,"9,363     ","8,720     ",643     ,6.9     
CN1212500000000,12,125,"Union County, FL",2014,,"4,734     ","4,451     ",283     ,6.0     
CN1212700000000,12,127,"Volusia County, FL",2014,,"237,798     ","221,573     ","16,225     ",6.8     
CN1212900000000,12,129,"Wakulla County, FL",2014,,"14,308     ","13,567     ",741     ,5.2     
CN1213100000000,12,131,"Walton County, FL",2014,,"27,350     ","25,902     ","1,448     ",5.3     
CN1213300000000,12,133,"Washington County, FL",2014,,"9,693     ","9,041     ",652     ,6.7     
CN1300100000000,13,001,"Appling County, GA",2014,,"8,664     ","7,902     ",762     ,8.8     
CN1300300000000,13,003,"Atkinson County, GA",2014,,"3,615     ","3,342     ",273     ,7.6     
CN1300500000000,13,005,"Bacon County, GA",2014,,"4,847     ","4,511     ",336     ,6.9     
CN1300700000000,13,007,"Baker County, GA",2014,,"1,114     ","1,014     ",100     ,9.0     
CN1300900000000,13,009,"Baldwin County, GA",2014,,"18,474     ","16,870     ","1,604     ",8.7     
CN1301100000000,13,011,"Banks County, GA",2014,,"8,149     ","7,611     ",538     ,6.6     
CN1301300000000,13,013,"Barrow County, GA",2014,,"35,183     ","32,983     ","2,200     ",6.3     
CN1301500000000,13,015,"Bartow County, GA",2014,,"46,609     ","43,279     ","3,330     ",7.1     
CN1301700000000,13,017,"Ben Hill County, GA",2014,,"5,596     ","5,039     ",557     ,10.0     
CN1301900000000,13,019,"Berrien County, GA",2014,,"7,234     ","6,619     ",615     ,8.5     
CN1302100000000,13,021,"Bibb County, GA",2014,,"69,005     ","63,493     ","5,512     ",8.0     
CN1302300000000,13,023,"Bleckley County, GA",2014,,"4,630     ","4,112     ",518     ,11.2     
CN1302500000000,13,025,"Brantley County, GA",2014,,"6,887     ","6,253     ",634     ,9.2     
CN1302700000000,13,027,"Brooks County, GA",2014,,"6,631     ","6,154     ",477     ,7.2     
CN1302900000000,13,029,"Bryan County, GA",2014,,"15,543     ","14,543     ","1,000     ",6.4     
CN1303100000000,13,031,"Bulloch County, GA",2014,,"34,535     ","32,015     ","2,520     ",7.3     
CN1303300000000,13,033,"Burke County, GA",2014,,"9,169     ","8,253     ",916     ,10.0     
CN1303500000000,13,035,"Butts County, GA",2014,,"10,025     ","9,277     ",748     ,7.5     
CN1303700000000,13,037,"Calhoun County, GA",2014,,"2,139     ","1,991     ",148     ,6.9     
CN1303900000000,13,039,"Camden County, GA",2014,,"21,957     ","20,514     ","1,443     ",6.6     
CN1304300000000,13,043,"Candler County, GA",2014,,"5,074     ","4,725     ",349     ,6.9     
CN1304500000000,13,045,"Carroll County, GA",2014,,"51,951     ","47,716     ","4,235     ",8.2     
CN1304700000000,13,047,"Catoosa County, GA",2014,,"31,036     ","29,138     ","1,898     ",6.1     
CN1304900000000,13,049,"Charlton County, GA",2014,,"4,804     ","4,451     ",353     ,7.3     
CN1305100000000,13,051,"Chatham County, GA",2014,,"131,711     ","122,124     ","9,587     ",7.3     
CN1305300000000,13,053,"Chattahoochee County, GA",2014,,"2,229     ","2,013     ",216     ,9.7     
CN1305500000000,13,055,"Chattooga County, GA",2014,,"10,515     ","9,718     ",797     ,7.6     
CN1305700000000,13,057,"Cherokee County, GA",2014,,"118,001     ","111,560     ","6,441     ",5.5     
CN1305900000000,13,059,"Clarke County, GA",2014,,"56,217     ","52,333     ","3,884     ",6.9     
CN1306100000000,13,061,"Clay County, GA",2014,,915     ,811     ,104     ,11.4     
CN1306300000000,13,063,"Clayton County, GA",2014,,"124,667     ","113,123     ","11,544     ",9.3     
CN1306500000000,13,065,"Clinch County, GA",2014,,"2,826     ","2,590     ",236     ,8.4     
CN1306700000000,13,067,"Cobb County, GA",2014,,"393,441     ","370,236     ","23,205     ",5.9     
CN1306900000000,13,069,"Coffee County, GA",2014,,"17,634     ","16,206     ","1,428     ",8.1     
CN1307100000000,13,071,"Colquitt County, GA",2014,,"20,080     ","18,463     ","1,617     ",8.1     
CN1307300000000,13,073,"Columbia County, GA",2014,,"66,428     ","62,587     ","3,841     ",5.8     
CN1307500000000,13,075,"Cook County, GA",2014,,"7,394     ","6,797     ",597     ,8.1     
CN1307700000000,13,077,"Coweta County, GA",2014,,"66,501     ","62,426     ","4,075     ",6.1     
CN1307900000000,13,079,"Crawford County, GA",2014,,"5,612     ","5,194     ",418     ,7.4     
CN1308100000000,13,081,"Crisp County, GA",2014,,"9,453     ","8,621     ",832     ,8.8     
CN1308300000000,13,083,"Dade County, GA",2014,,"7,887     ","7,391     ",496     ,6.3     
CN1308500000000,13,085,"Dawson County, GA",2014,,"10,796     ","10,142     ",654     ,6.1     
CN1308700000000,13,087,"Decatur County, GA",2014,,"11,374     ","10,451     ",923     ,8.1     
CN1308900000000,13,089,"DeKalb County, GA",2014,,"368,717     ","342,134     ","26,583     ",7.2     
CN1309100000000,13,091,"Dodge County, GA",2014,,"7,430     ","6,708     ",722     ,9.7     
CN1309300000000,13,093,"Dooly County, GA",2014,,"4,635     ","4,192     ",443     ,9.6     
CN1309500000000,13,095,"Dougherty County, GA",2014,,"38,645     ","35,094     ","3,551     ",9.2     
CN1309700000000,13,097,"Douglas County, GA",2014,,"67,664     ","62,679     ","4,985     ",7.4     
CN1309900000000,13,099,"Early County, GA",2014,,"4,343     ","3,955     ",388     ,8.9     
CN1310100000000,13,101,"Echols County, GA",2014,,"1,783     ","1,679     ",104     ,5.8     
CN1310300000000,13,103,"Effingham County, GA",2014,,"26,264     ","24,638     ","1,626     ",6.2     
CN1310500000000,13,105,"Elbert County, GA",2014,,"8,065     ","7,373     ",692     ,8.6     
CN1310700000000,13,107,"Emanuel County, GA",2014,,"8,582     ","7,689     ",893     ,10.4     
CN1310900000000,13,109,"Evans County, GA",2014,,"4,736     ","4,432     ",304     ,6.4     
CN1311100000000,13,111,"Fannin County, GA",2014,,"9,853     ","9,109     ",744     ,7.6     
CN1311300000000,13,113,"Fayette County, GA",2014,,"53,750     ","50,490     ","3,260     ",6.1     
CN1311500000000,13,115,"Floyd County, GA",2014,,"43,274     ","39,868     ","3,406     ",7.9     
CN1311700000000,13,117,"Forsyth County, GA",2014,,"100,368     ","95,123     ","5,245     ",5.2     
CN1311900000000,13,119,"Franklin County, GA",2014,,"9,247     ","8,500     ",747     ,8.1     
CN1312100000000,13,121,"Fulton County, GA",2014,,"509,436     ","473,594     ","35,842     ",7.0     
CN1312300000000,13,123,"Gilmer County, GA",2014,,"11,963     ","11,098     ",865     ,7.2     
CN1312500000000,13,125,"Glascock County, GA",2014,,"1,267     ","1,165     ",102     ,8.1     
CN1312700000000,13,127,"Glynn County, GA",2014,,"37,076     ","34,325     ","2,751     ",7.4     
CN1312900000000,13,129,"Gordon County, GA",2014,,"26,070     ","24,180     ","1,890     ",7.2     
CN1313100000000,13,131,"Grady County, GA",2014,,"10,452     ","9,689     ",763     ,7.3     
CN1313300000000,13,133,"Greene County, GA",2014,,"6,424     ","5,900     ",524     ,8.2     
CN1313500000000,13,135,"Gwinnett County, GA",2014,,"444,312     ","417,546     ","26,766     ",6.0     
